"","Date","Sample.ID","Chamber.ID","SDR","Cohort","Temperature","Phenotype","Type","Salinity","Plate","Run","Volume","Org.Number","...15","unique","Date.y","Plate.y","Sample.ID.y","Chamber.ID.y","Light","Photo.Intercept","P.umol.L.min","P.umol.min","P.Blank.umol.min","P.umol.min.corr","P.umol.org.min","P.nmol.org.min","Cohort_Phenotype","group"
"11",20231116,21,"A6",710,20231112,28,"Green","Sample",36,2,2,8e-05,60,NA,"202311162A6",20231116,2,21,"A6",1,182.278739468864,0.558781135531137,4.4702490842491e-05,3.22632742660887e-05,1.24392165764023e-05,2.07320276273371e-07,0.000207320276273371,"20231112  Green","20231116_A6"
"12",20231116,21,"A6",710,20231112,28,"Green","Sample",36,2,2,8e-05,60,NA,"202311162A6",20231116,2,21,"A6",2,238.115661016949,-2.21091525423729,-0.000176873220338983,-6.15588788691548e-06,-0.000170717332452068,-2.84528887420113e-06,-0.00284528887420113,"20231112  Green","20231116_A6"
"13",20231117,1,"A1",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174A1",20231117,4,1,"A1",1,204.231081438392,1.12810787942887,9.02486303543096e-05,7.13351911669731e-05,1.89134391873365e-05,3.15223986455608e-07,0.000315223986455608,"20231113  Green","20231117_A1"
"14",20231117,1,"A1",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174A1",20231117,4,1,"A1",2,247.581317307692,-0.807367132867134,-6.45893706293707e-05,-1.83651497226242e-05,-4.62242209067466e-05,-7.70403681779109e-07,-0.000770403681779109,"20231113  Green","20231117_A1"
"15",20231117,6,"B2",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174B2",20231117,4,6,"B2",1,209.97329099725,1.22072514112027,9.76580112896216e-05,7.13351911669731e-05,2.63228201226485e-05,4.38713668710808e-07,0.000438713668710808,"20231113  Green","20231117_B2"
"16",20231117,6,"B2",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174B2",20231117,4,6,"B2",2,268.14920814061,-1.13285969781067,-9.06287758248536e-05,-1.83651497226242e-05,-7.22636261022294e-05,-1.20439376837049e-06,-0.00120439376837049,"20231113  Green","20231117_B2"
"17",20231117,9,"A3",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174A3",20231117,4,9,"A3",1,191.883347380725,1.88546310252545,0.000150837048202036,7.13351911669731e-05,7.95018570350629e-05,1.32503095058438e-06,0.00132503095058438,"20231113  Green","20231117_A3"
"18",20231117,9,"A3",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174A3",20231117,4,9,"A3",2,257.614273878774,-1.23158520309234,-9.85268162473872e-05,-1.83651497226242e-05,-8.0161666524763e-05,-1.33602777541272e-06,-0.00133602777541272,"20231113  Green","20231117_A3"
"19",20231117,11,"C3",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174C3",20231117,4,11,"C3",1,210.272919387755,1.72934285714286,0.000138347428571429,7.13351911669731e-05,6.70122374044557e-05,1.1168706234076e-06,0.0011168706234076,"20231113  Green","20231117_C3"
"20",20231117,11,"C3",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174C3",20231117,4,11,"C3",2,247.322143877551,0.0535632653061191,4.28506122448953e-06,-1.83651497226242e-05,2.26502109471137e-05,3.77503515785228e-07,0.000377503515785228,"20231113  Green","20231117_C3"
"21",20231117,14,"B4",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174B4",20231117,4,14,"B4",1,201.275418593895,1.41983811285846,0.000113587049028677,7.13351911669731e-05,4.22518578617037e-05,7.04197631028395e-07,0.000704197631028395,"20231113  Green","20231117_B4"
"22",20231117,14,"B4",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174B4",20231117,4,14,"B4",2,258.440636187712,-0.899425899048541,-7.19540719238833e-05,-1.83651497226242e-05,-5.35889222012591e-05,-8.93148703354318e-07,-0.000893148703354318,"20231113  Green","20231117_B4"
"23",20231117,24,"D6",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174D6",20231117,4,24,"D6",1,210.34635534775,2.80789246054938,0.00022463139684395,7.13351911669731e-05,0.000153296205676977,2.55493676128295e-06,0.00255493676128295,"20231113  Green","20231117_D6"
"24",20231117,24,"D6",710,20231113,28,"Green","Sample",36,4,3,8e-05,60,NA,"202311174D6",20231117,4,24,"D6",2,285.162260595537,-0.70358608270629,-5.62868866165032e-05,-1.83651497226242e-05,-3.7921736893879e-05,-6.32028948231317e-07,-0.000632028948231317,"20231113  Green","20231117_D6"
"25",20231119,1,"A1",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196A1",20231119,6,1,"A1",1,195.924193028024,-1.25014572795625,-0.0001000116582365,2.37309129916551e-05,-0.000123742571228155,-2.06237618713592e-06,-0.00206237618713592,"20231115  Green","20231119_A1"
"26",20231119,1,"A1",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196A1",20231119,6,1,"A1",2,159.980231267945,-0.145362600722421,-1.16290080577937e-05,-3.86380487538304e-05,2.70090406960367e-05,4.50150678267279e-07,0.000450150678267279,"20231115  Green","20231119_A1"
"27",20231119,6,"B2",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196B2",20231119,6,6,"B2",1,209.138325613751,0.315976894086153,2.52781515268922e-05,2.37309129916551e-05,1.54723853523718e-06,2.57873089206197e-08,2.57873089206197e-05,"20231115  Green","20231119_B2"
"28",20231119,6,"B2",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196B2",20231119,6,6,"B2",2,266.355723070758,-1.91067706487061,-0.000152854165189649,-3.86380487538304e-05,-0.000114216116435818,-1.90360194059697e-06,-0.00190360194059697,"20231115  Green","20231119_B2"
"29",20231119,9,"A3",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196A3",20231119,6,9,"A3",1,216.302109001406,-0.0294763244256864,-2.35810595405491e-06,2.37309129916551e-05,-2.608901894571e-05,-4.34816982428499e-07,-0.000434816982428499,"20231115  Green","20231119_A3"
"30",20231119,9,"A3",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196A3",20231119,6,9,"A3",2,258.028526347425,-2.04194750550992,-0.000163355800440794,-3.86380487538304e-05,-0.000124717751686963,-2.07862919478272e-06,-0.00207862919478272,"20231115  Green","20231119_A3"
"31",20231119,15,"C4",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196C4",20231119,6,15,"C4",1,210.051982228804,0.30965953350611,2.47727626804888e-05,2.37309129916551e-05,1.04184968883374e-06,1.73641614805624e-08,1.73641614805624e-05,"20231115  Green","20231119_C4"
"32",20231119,15,"C4",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196C4",20231119,6,15,"C4",2,264.382643198907,-1.90864388243336,-0.000152691510594669,-3.86380487538304e-05,-0.000114053461840838,-1.90089103068064e-06,-0.00190089103068064,"20231115  Green","20231119_C4"
"33",20231119,16,"D4",710,20231115,28,"Green","Sample",36,6,4,8e-05,44,NA,"202311196D4",20231119,6,16,"D4",1,200.162654068778,0.315014640789921,2.52011712631937e-05,2.37309129916551e-05,1.47025827153862e-06,3.34149607167869e-08,3.34149607167869e-05,"20231115  Green","20231119_D4"
"34",20231119,16,"D4",710,20231115,28,"Green","Sample",36,6,4,8e-05,44,NA,"202311196D4",20231119,6,16,"D4",2,251.758530086733,-1.58135344740306,-0.000126508275792245,-3.86380487538304e-05,-8.78702270384144e-05,-1.99705061450942e-06,-0.00199705061450942,"20231115  Green","20231119_D4"
"35",20231119,21,"A6",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196A6",20231119,6,21,"A6",1,230.361289815448,-0.30037347915243,-2.40298783321944e-05,2.37309129916551e-05,-4.77607913238495e-05,-7.96013188730824e-07,-0.000796013188730824,"20231115  Green","20231119_A6"
"36",20231119,21,"A6",710,20231115,28,"Green","Sample",36,6,4,8e-05,60,NA,"202311196A6",20231119,6,21,"A6",2,260.658116259075,-1.60928374745595,-0.000128742699796476,-3.86380487538304e-05,-9.01046510426456e-05,-1.50174418404409e-06,-0.00150174418404409,"20231115  Green","20231119_A6"
"37",20231213,1,"A1",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137A1",20231213,7,1,"A1",1,239.91285027477,-0.167797288069458,-1.34237830455566e-05,2.78171824805246e-05,-4.12409655260812e-05,-6.87349425434687e-07,-0.000687349425434687,"20231212  28 Devo","20231213_A1"
"38",20231213,1,"A1",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137A1",20231213,7,1,"A1",2,260.66239879988,-0.592562616261627,-4.74050093009302e-05,-1.92761448031797e-06,-4.54773948206122e-05,-7.57956580343537e-07,-0.000757956580343537,"20231212  28 Devo","20231213_A1"
"39",20231213,2,"B1",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137B1",20231213,7,2,"B1",1,237.786435268817,-0.185556989247312,-1.4844559139785e-05,2.78171824805246e-05,-4.26617416203095e-05,-7.11029027005159e-07,-0.000711029027005159,"20231212  31 Devo","20231213_B1"
"40",20231213,2,"B1",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137B1",20231213,7,2,"B1",2,279.591776089709,-1.08656429734129,-8.69251437873032e-05,-1.92761448031797e-06,-8.49975293069852e-05,-1.41662548844975e-06,-0.00141662548844975,"20231212  31 Devo","20231213_B1"
"41",20231213,3,"C1",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137C1",20231213,7,3,"C1",1,240.498396006144,0.0255102918586776,2.04082334869421e-06,2.78171824805246e-05,-2.57763591318304e-05,-4.29605985530506e-07,-0.000429605985530506,"20231212  28 Devo","20231213_C1"
"42",20231213,3,"C1",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137C1",20231213,7,3,"C1",2,263.68510989398,-0.574507062097143,-4.59605649677714e-05,-1.92761448031797e-06,-4.40329504874535e-05,-7.33882508124225e-07,-0.000733882508124225,"20231212  28 Devo","20231213_C1"
"43",20231213,4,"D1",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137D1",20231213,7,4,"D1",1,235.990320173702,-0.089985115186607,-7.19880921492856e-06,2.78171824805246e-05,-3.50159916954531e-05,-5.83599861590885e-07,-0.000583599861590885,"20231212  28 Devo","20231213_D1"
"44",20231213,4,"D1",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137D1",20231213,7,4,"D1",2,272.781472023653,-1.06742091087665,-8.5393672870132e-05,-1.92761448031797e-06,-8.3466058389814e-05,-1.39110097316357e-06,-0.00139110097316357,"20231212  28 Devo","20231213_D1"
"45",20231213,5,"A2",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137A2",20231213,7,5,"A2",1,240.003307162122,-0.309454000599341,-2.47563200479473e-05,2.78171824805246e-05,-5.25735025284718e-05,-8.76225042141197e-07,-0.000876225042141197,"20231212  31 Devo","20231213_A2"
"46",20231213,5,"A2",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137A2",20231213,7,5,"A2",2,266.369631469979,-0.970171683389076,-7.76137346711261e-05,-1.92761448031797e-06,-7.56861201908081e-05,-1.26143533651347e-06,-0.00126143533651347,"20231212  31 Devo","20231213_A2"
"47",20231213,7,"C2",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137C2",20231213,7,7,"C2",1,231.075566405605,0.106200685614105,8.4960548491284e-06,2.78171824805246e-05,-1.93211276313962e-05,-3.22018793856603e-07,-0.000322018793856603,"20231212  31 Devo","20231213_C2"
"48",20231213,7,"C2",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137C2",20231213,7,7,"C2",2,288.919978187237,-1.29178945942284,-0.000103343156753827,-1.92761448031797e-06,-0.000101415542273509,-1.69025903789182e-06,-0.00169025903789182,"20231212  31 Devo","20231213_C2"
"49",20231213,8,"D2",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137D2",20231213,7,8,"D2",1,234.874792882958,-0.173225836345105,-1.38580669076084e-05,2.78171824805246e-05,-4.1675249388133e-05,-6.94587489802216e-07,-0.000694587489802216,"20231212  31 Devo","20231213_D2"
"50",20231213,8,"D2",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137D2",20231213,7,8,"D2",2,279.037312084395,-1.34315280751978,-0.000107452224601582,-1.92761448031797e-06,-0.000105524610121264,-1.75874350202107e-06,-0.00175874350202107,"20231212  31 Devo","20231213_D2"
"51",20231213,9,"A3",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137A3",20231213,7,9,"A3",1,238.565904327301,0.401895074744295,3.21516059795436e-05,2.78171824805246e-05,4.33442349901904e-06,7.22403916503173e-08,7.22403916503173e-05,"20231212  28 Devo","20231213_A3"
"52",20231213,9,"A3",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137A3",20231213,7,9,"A3",2,284.037876106195,-0.711578947368421,-5.69263157894737e-05,-1.92761448031797e-06,-5.49987013091557e-05,-9.16645021819262e-07,-0.000916645021819262,"20231212  28 Devo","20231213_A3"
"53",20231213,10,"B3",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137B3",20231213,7,10,"B3",1,246.193819999046,-0.166013644387194,-1.32810915509755e-05,2.78171824805246e-05,-4.10982740315001e-05,-6.84971233858335e-07,-0.000684971233858335,"20231212  31 Devo","20231213_B3"
"54",20231213,10,"B3",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137B3",20231213,7,10,"B3",2,287.820924675325,-1.14386444032158,-9.15091552257264e-05,-1.92761448031797e-06,-8.95815407454084e-05,-1.49302567909014e-06,-0.00149302567909014,"20231212  31 Devo","20231213_B3"
"55",20231213,11,"C3",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137C3",20231213,7,11,"C3",1,251.432825025201,0.0901219393229918,7.20975514583934e-06,2.78171824805246e-05,-2.06074273346852e-05,-3.43457122244754e-07,-0.000343457122244754,"20231212  28 Devo","20231213_C3"
"56",20231213,11,"C3",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137C3",20231213,7,11,"C3",2,258.893746912443,-0.161115576036875,-1.288924608295e-05,-1.92761448031797e-06,-1.0961631602632e-05,-1.82693860043867e-07,-0.000182693860043867,"20231212  28 Devo","20231213_C3"
"57",20231213,12,"D3",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137D3",20231213,7,12,"D3",1,241.329323828475,0.262992543351338,2.1039403468107e-05,2.78171824805246e-05,-6.77777901241752e-06,-1.12962983540292e-07,-0.000112962983540292,"20231212  28 Devo","20231213_D3"
"58",20231213,12,"D3",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137D3",20231213,7,12,"D3",2,285.814602479718,-0.833300124641925,-6.6664009971354e-05,-1.92761448031797e-06,-6.4736395491036e-05,-1.0789399248506e-06,-0.0010789399248506,"20231212  28 Devo","20231213_D3"
"59",20231213,13,"A4",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137A4",20231213,7,13,"A4",1,236.415164448455,-0.0833990525603442,-6.67192420482754e-06,2.78171824805246e-05,-3.44891066853521e-05,-5.74818444755868e-07,-0.000574818444755868,"20231212  28 Devo","20231213_A4"
"60",20231213,13,"A4",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137A4",20231213,7,13,"A4",2,284.181709737135,-1.1428122917438,-9.1424983339504e-05,-1.92761448031797e-06,-8.9497368859186e-05,-1.49162281431977e-06,-0.00149162281431977,"20231212  28 Devo","20231213_A4"
"61",20231213,14,"B4",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137B4",20231213,7,14,"B4",1,244.353565381115,0.0476586491103369,3.81269192882695e-06,2.78171824805246e-05,-2.40044905516976e-05,-4.00074842528293e-07,-0.000400074842528293,"20231212  28 Devo","20231213_B4"
"62",20231213,14,"B4",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137B4",20231213,7,14,"B4",2,301.642621693476,-1.22872622713565,-9.8298098170852e-05,-1.92761448031797e-06,-9.6370483690534e-05,-1.60617472817557e-06,-0.00160617472817557,"20231212  28 Devo","20231213_B4"
"63",20231213,15,"C4",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137C4",20231213,7,15,"C4",1,237.635563533573,0.0285768752816491,2.28615002253193e-06,2.78171824805246e-05,-2.55310324579926e-05,-4.25517207633211e-07,-0.000425517207633211,"20231212  31 Devo","20231213_C4"
"64",20231213,15,"C4",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137C4",20231213,7,15,"C4",2,316.473305119638,-1.59422820694543,-0.000127538256555634,-1.92761448031797e-06,-0.000125610642075316,-2.09351070125527e-06,-0.00209351070125527,"20231212  31 Devo","20231213_C4"
"65",20231213,16,"D4",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137D4",20231213,7,16,"D4",1,231.466922019655,-0.255216350947156,-2.04173080757725e-05,2.78171824805246e-05,-4.8234490556297e-05,-8.03908175938284e-07,-0.000803908175938284,"20231212  31 Devo","20231213_D4"
"66",20231213,16,"D4",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137D4",20231213,7,16,"D4",2,279.792376259798,-1.3711444568869,-0.000109691556550952,-1.92761448031797e-06,-0.000107763942070634,-1.79606570117723e-06,-0.00179606570117723,"20231212  31 Devo","20231213_D4"
"67",20231213,17,"A5",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137A5",20231213,7,17,"A5",1,234.924804888748,-0.162622907336184,-1.30098325868947e-05,2.78171824805246e-05,-4.08270150674193e-05,-6.80450251123655e-07,-0.000680450251123655,"20231212  28 Devo","20231213_A5"
"68",20231213,17,"A5",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137A5",20231213,7,17,"A5",2,269.069595277958,-0.998465165544812,-7.9877213243585e-05,-1.92761448031797e-06,-7.7949598763267e-05,-1.29915997938778e-06,-0.00129915997938778,"20231212  28 Devo","20231213_A5"
"69",20231213,18,"B5",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137B5",20231213,7,18,"B5",1,222.09145251938,0.0661889534883729,5.29511627906983e-06,2.78171824805246e-05,-2.25220662014547e-05,-3.75367770024246e-07,-0.000375367770024246,"20231212  31 Devo","20231213_B5"
"70",20231213,18,"B5",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137B5",20231213,7,18,"B5",2,267.670552633384,-1.05559863357616,-8.44478906860928e-05,-1.92761448031797e-06,-8.25202762057748e-05,-1.37533793676291e-06,-0.00137533793676291,"20231212  31 Devo","20231213_B5"
"71",20231213,19,"C5",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137C5",20231213,7,19,"C5",1,232.478231522956,0.425239641657338,3.4019171332587e-05,2.78171824805246e-05,6.20198885206248e-06,1.03366480867708e-07,0.000103366480867708,"20231212  28 Devo","20231213_C5"
"72",20231213,19,"C5",641,20231212,28,"28 Devo","Sample",36,7,5,8e-05,60,"28 Devo","202312137C5",20231213,7,19,"C5",2,305.978072054528,-1.1991187925998,-9.5929503407984e-05,-1.92761448031797e-06,-9.4001888927666e-05,-1.56669814879443e-06,-0.00156669814879443,"20231212  28 Devo","20231213_C5"
"73",20231213,21,"A6",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137A6",20231213,7,21,"A6",1,231.518937534549,0.288736708613795,2.30989366891036e-05,2.78171824805246e-05,-4.71824579142096e-06,-7.86374298570159e-08,-7.86374298570159e-05,"20231212  31 Devo","20231213_A6"
"74",20231213,21,"A6",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137A6",20231213,7,21,"A6",2,298.154097818539,-1.13792623896656,-9.10340991173248e-05,-1.92761448031797e-06,-8.91064846370068e-05,-1.48510807728345e-06,-0.00148510807728345,"20231212  31 Devo","20231213_A6"
"75",20231213,23,"C6",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137C6",20231213,7,23,"C6",1,245.653658666857,-0.160431562455493,-1.28345249964394e-05,2.78171824805246e-05,-4.0651707476964e-05,-6.775284579494e-07,-0.0006775284579494,"20231212  31 Devo","20231213_C6"
"76",20231213,23,"C6",641,20231212,28,"31 Devo","Sample",36,7,5,8e-05,60,"31 Devo","202312137C6",20231213,7,23,"C6",2,278.110801659604,-1.04447383650382,-8.35579069203056e-05,-1.92761448031797e-06,-8.16302924399876e-05,-1.36050487399979e-06,-0.00136050487399979,"20231212  31 Devo","20231213_C6"
"77",20231213,1,"A1",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138A1",20231213,8,1,"A1",1,193.419079194704,-0.0661319262098407,-5.29055409678726e-06,3.37832779402538e-05,-3.90738320370411e-05,-6.51230533950684e-07,-0.000651230533950684,"20231212  31 Devo","20231213_A1"
"78",20231213,1,"A1",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138A1",20231213,8,1,"A1",2,222.488810731445,-0.966772254609815,-7.73417803687852e-05,-1.12271717846013e-05,-6.61146085841839e-05,-1.10191014306973e-06,-0.00110191014306973,"20231212  31 Devo","20231213_A1"
"79",20231213,2,"B1",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138B1",20231213,8,2,"B1",1,199.748251714371,-0.212626565295172,-1.70101252236138e-05,3.37832779402538e-05,-5.07934031638676e-05,-8.46556719397793e-07,-0.000846556719397793,"20231212  28 Devo","20231213_B1"
"80",20231213,2,"B1",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138B1",20231213,8,2,"B1",2,240.965712722298,-1.18189329685363,-9.45514637482904e-05,-1.12271717846013e-05,-8.33242919636891e-05,-1.38873819939482e-06,-0.00138873819939482,"20231212  28 Devo","20231213_B1"
"81",20231213,3,"C1",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138C1",20231213,8,3,"C1",1,209.512446569558,-0.403049367125216,-3.22439493700173e-05,3.37832779402538e-05,-6.60272273102711e-05,-1.10045378850452e-06,-0.00110045378850452,"20231212  31 Devo","20231213_C1"
"82",20231213,3,"C1",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138C1",20231213,8,3,"C1",2,281.831525894079,-2.04312526871214,-0.000163450021496971,-1.12271717846013e-05,-0.00015222284971237,-2.53704749520617e-06,-0.00253704749520617,"20231212  31 Devo","20231213_C1"
"83",20231213,4,"D1",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138D1",20231213,8,4,"D1",1,205.268585475246,-0.382247040751785,-3.05797632601428e-05,3.37832779402538e-05,-6.43630412003966e-05,-1.07271735333994e-06,-0.00107271735333994,"20231212  31 Devo","20231213_D1"
"84",20231213,4,"D1",710,20231212,31,"31 Devo","Sample",36,8,5,8e-05,60,"31 Devo","202312138D1",20231213,8,4,"D1",2,238.767437735797,-1.26641939334074,-0.000101313551467259,-1.12271717846013e-05,-9.00863796826579e-05,-1.50143966137763e-06,-0.00150143966137763,"20231212  31 Devo","20231213_D1"
"85",20231213,5,"A2",710,20231212,31,"28 Devo","Sample",36,8,5,8e-05,60,"28 Devo","202312138A2",20231213,8,5,"A2",1,207.233579267579,-0.148686556686555,-1.18949245349244e-05,3.37832779402538e-05,-4.56782024751782e-05,-7.61303374586303e-07,-0.000761303374586303,"20231212  28 Devo","20231213_A2"
